ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Gene_name
cel03050	Proteasome	10/202	35/981	0.16356705644775507	0.6881686844341598	0.6170713349702018	CELE_F59B2.5/CELE_F56F11.4/CELE_T22D1.9/CELE_C52E4.4/CELE_C47B2.4/CELE_F56H1.4/CELE_F23F12.6/CELE_K05C4.1/CELE_Y110A7A.14/CELE_ZK945.2	10	rpn-6.2,F56F11.4,rpn-1,rpt-1,pbs-2,rpt-5,rpt-3,pbs-5,pas-3,pas-7
cel00040	Pentose and glucuronate interconversions	4/202	11/981	0.1733611074333647	0.6881686844341598	0.6170713349702018	CELE_C17G1.3/CELE_F35H8.6/CELE_B0310.5/CELE_C18C4.3	4	ugt-23,ugt-58,ugt-46,ugt-48
cel00513	Various types of N-glycan biosynthesis	5/202	15/981	0.17826781239568504	0.6881686844341598	0.6170713349702018	CELE_B0361.8/CELE_T22D1.4/CELE_T09A5.11/CELE_M01A10.3/CELE_F57B10.10	5	algn-11,ribo-1,ostb-1,ostd-1,dad-1
cel03008	Ribosome biogenesis in eukaryotes	6/202	19/981	0.1784141033718192	0.6881686844341598	0.6170713349702018	CELE_T25G3.3/CELE_Y53C12B.1/CELE_T07A9.9/CELE_Y23H5B.5/CELE_Y66H1A.4/CELE_W01B11.3	6	T25G3.3,Y53C12B.1,nog-1,Y23H5B.5,Y66H1A.4,nol-58
cel00980	Metabolism of xenobiotics by cytochrome P450	6/202	20/981	0.2136398245334304	0.7691033683203494	0.6896443458623017	CELE_F11G11.3/CELE_C17G1.3/CELE_F35H8.6/CELE_B0310.5/CELE_C18C4.3/CELE_R07B1.4	6	gst-6,ugt-23,ugt-58,ugt-46,ugt-48,gst-36
cel01212	Fatty acid metabolism	9/202	34/981	0.25153488416909664	0.8105087147335578	0.7267719469345743	CELE_F41H10.7/CELE_W06D12.3/CELE_VZK822L.1/CELE_F10D2.9/CELE_C06B3.4/CELE_T15B7.2/CELE_C56G2.6/CELE_F37C12.7/CELE_C15F1.6	9	elo-5,fat-5,fat-6,fat-7,stdh-1,hpo-8,let-767,acs-4,art-1
cel04212	Longevity regulating pathway - worm	8/202	30/981	0.2634361331381431	0.8105087147335578	0.7267719469345743	CELE_W06D12.3/CELE_VZK822L.1/CELE_F10D2.9/CELE_F11G11.3/CELE_Y71F9AL.18/CELE_C12D8.5/CELE_Y48E1B.1/CELE_R07B1.4	8	fat-5,fat-6,fat-7,gst-6,parp-1,daf-36,ddl-2,gst-36
cel00053	Ascorbate and aldarate metabolism	4/202	13/981	0.2701695715778526	0.8105087147335578	0.7267719469345743	CELE_C17G1.3/CELE_F35H8.6/CELE_B0310.5/CELE_C18C4.3	4	ugt-23,ugt-58,ugt-46,ugt-48
cel03040	Spliceosome	7/202	27/981	0.31251415657269044	0.827235694956959	0.7417707985968834	CELE_ZK328.2/CELE_Y80D3A.2/CELE_C50C3.6/CELE_K08D10.3/CELE_W02B12.2/CELE_F58E10.3/CELE_Y46G5A.4	7	eftu-2,emb-4,prp-8,rnp-3,rsp-2,ddx-17,snrp-200
cel00561	Glycerolipid metabolism	4/202	14/981	0.3217027702610396	0.827235694956959	0.7417707985968834	CELE_C08F8.4/CELE_F59F4.4/CELE_R07E3.5/CELE_T06E8.1	4	mboa-4,acl-1,acl-5,acl-2
cel04020	Calcium signaling pathway	4/202	14/981	0.3217027702610396	0.827235694956959	0.7417707985968834	CELE_F33D4.2/CELE_W09C2.3/CELE_K11D9.2/CELE_T27E9.1	4	itr-1,mca-1,sca-1,ant-1.1
cel04137	Mitophagy - animal	3/202	12/981	0.4629957653363561	0.9999944920488392	0.8966812209404796	CELE_C44C11.1/CELE_E01B7.1/CELE_T06D8.7	3	ras-1,usp-50,fndc-1
cel00970	Aminoacyl-tRNA biosynthesis	5/202	22/981	0.4858263193956628	0.9999944920488392	0.8966812209404796	CELE_R74.1/CELE_Y41E3.4/CELE_F58B3.5/CELE_F26F4.10/CELE_Y87G2A.5	5	lars-1,qars-1,mars-1,rars-1,glp-4
cel04120	Ubiquitin mediated proteolysis	4/202	19/981	0.5719657652221449	0.9999944920488392	0.8966812209404796	CELE_D2045.6/CELE_ZK520.4/CELE_Y108G3AL.1/CELE_D2085.4	4	cul-1,cul-2,cul-3,etc-1
cel02010	ABC transporters	3/202	14/981	0.5751547652465072	0.9999944920488392	0.8966812209404796	CELE_W09D6.6/CELE_K08E7.9/CELE_T10H9.5	3	hmt-1,pgp-1,pmp-5
cel03013	Nucleocytoplasmic transport	5/202	25/981	0.610166553197737	0.9999944920488392	0.8966812209404796	CELE_T01G9.4/CELE_T23H2.1/CELE_T25G3.3/CELE_Y37D8A.17/CELE_Y69A2AR.16	5	npp-2,npp-12,T25G3.3,npp-25,Y69A2AR.16
cel03018	RNA degradation	3/202	15/981	0.6254782223687517	0.9999944920488392	0.8966812209404796	CELE_F57B9.2/CELE_F18H3.3/CELE_W08D2.7	3	let-711,pab-2,mtr-4
cel00020	Citrate cycle (TCA cycle)	5/202	27/981	0.6826878089946132	0.9999944920488392	0.8966812209404796	CELE_T07C4.7/CELE_D2023.2/CELE_C34B2.7/CELE_C50F7.4/CELE_W02F12.5	5	mev-1,pyc-1,sdha-2,sucg-1,dlst-1
cel03015	mRNA surveillance pathway	3/202	17/981	0.7134064393054727	0.9999944920488392	0.8966812209404796	CELE_F28C6.3/CELE_F18H3.3/CELE_C13G3.3	3	cpf-1,pab-2,pptr-2
cel00983	Drug metabolism - other enzymes	6/202	34/981	0.7333752800916333	0.9999944920488392	0.8966812209404796	CELE_F11G11.3/CELE_C17G1.3/CELE_F35H8.6/CELE_B0310.5/CELE_C18C4.3/CELE_R07B1.4	6	gst-6,ugt-23,ugt-58,ugt-46,ugt-48,gst-36
cel00310	Lysine degradation	2/202	14/981	0.8184686804325574	0.9999944920488392	0.8966812209404796	CELE_R02D3.1/CELE_W02F12.5	2	aass-1,dlst-1
cel04310	Wnt signaling pathway	2/202	16/981	0.8733848786216235	0.9999944920488392	0.8966812209404796	CELE_D2045.6/CELE_C03C10.1	2	cul-1,kin-19
cel00640	Propanoate metabolism	2/202	17/981	0.8947153371971102	0.9999944920488392	0.8966812209404796	CELE_ZK669.4/CELE_C50F7.4	2	dbt-1,sucg-1
cel04146	Peroxisome	3/202	24/981	0.9009531439069467	0.9999944920488392	0.8966812209404796	CELE_Y50D7A.7/CELE_F37C12.7/CELE_T10H9.5	3	ads-1,acs-4,pmp-5
cel00480	Glutathione metabolism	4/202	31/981	0.9101542331622718	0.9999944920488392	0.8966812209404796	CELE_F11G11.3/CELE_Y57A10A.23/CELE_T07F10.1/CELE_R07B1.4	4	gst-6,txdc-12.1,anp-1,gst-36
cel00230	Purine metabolism	4/202	32/981	0.9227293256498711	0.9999944920488392	0.8966812209404796	CELE_ZK896.8/CELE_C29E4.8/CELE_K08H10.4/CELE_ZK909.3	4	gcy-18,let-754,uda-1,ZK909.3
cel04140	Autophagy - animal	3/202	28/981	0.9494480515400341	0.9999944920488392	0.8966812209404796	CELE_F33D4.2/CELE_C44C11.1/CELE_Y37D8A.22	3	itr-1,ras-1,epg-3
cel01240	Biosynthesis of cofactors	6/202	49/981	0.9590674205572893	0.9999944920488392	0.8966812209404796	CELE_C29E4.8/CELE_C17G1.3/CELE_F35H8.6/CELE_T05G5.5/CELE_B0310.5/CELE_C18C4.3	6	let-754,ugt-23,ugt-58,T05G5.5,ugt-46,ugt-48
cel04213	Longevity regulating pathway - multiple species	1/202	14/981	0.9613096853676513	0.9999944920488392	0.8966812209404796	CELE_C53A5.3	1	hda-1
cel04145	Phagosome	5/202	44/981	0.9668189897826522	0.9999944920488392	0.8966812209404796	CELE_ZK970.4/CELE_ZK632.6/CELE_VW02B12L.1/CELE_F35H10.4/CELE_Y38F2AR.9	5	vha-9,cnx-1,vha-6,vha-5,Y38F2AR.9
cel00330	Arginine and proline metabolism	1/202	17/981	0.9808596145535847	0.9999944920488392	0.8966812209404796	CELE_F35G2.4	1	phy-2
cel00240	Pyrimidine metabolism	1/202	18/981	0.984870359221817	0.9999944920488392	0.8966812209404796	CELE_K08H10.4	1	uda-1
cel04142	Lysosome	6/202	57/981	0.9876714249205689	0.9999944920488392	0.8966812209404796	CELE_Y105E8A.9/CELE_ZC190.1/CELE_VW02B12L.1/CELE_F35H10.4/CELE_F07H5.9/CELE_T16D1.2	6	apg-1,cln-3.3,vha-6,vha-5,pho-13,pho-4
cel04010	MAPK signaling pathway	1/202	19/981	0.988043970267708	0.9999944920488392	0.8966812209404796	CELE_C44C11.1	1	ras-1
cel00380	Tryptophan metabolism	1/202	21/981	0.9925399129558224	0.9999944920488392	0.8966812209404796	CELE_W02F12.5	1	dlst-1
cel04144	Endocytosis	8/202	74/981	0.9931100518070801	0.9999944920488392	0.8966812209404796	CELE_C56A3.7/CELE_M110.5/CELE_C04G6.3/CELE_W04G5.2/CELE_C07G1.4/CELE_C01A2.4/CELE_E01B7.1/CELE_Y48E1B.1	8	cav-2,dab-1,pld-1,rab-11.2,wsp-1,C01A2.4,usp-50,ddl-2
cel00071	Fatty acid degradation	1/202	25/981	0.9971052541496301	0.9999944920488392	0.8966812209404796	CELE_F37C12.7	1	acs-4
cel00620	Pyruvate metabolism	1/202	27/981	0.9981998217994943	0.9999944920488392	0.8966812209404796	CELE_D2023.2	1	pyc-1
cel04150	mTOR signaling pathway	1/202	28/981	0.9985809916071485	0.9999944920488392	0.8966812209404796	CELE_ZK970.4	1	vha-9
cel01200	Carbon metabolism	6/202	76/981	0.9995152124770501	0.9999944920488392	0.8966812209404796	CELE_T07C4.7/CELE_D2023.2/CELE_C34B2.7/CELE_C50D2.7/CELE_C50F7.4/CELE_W02F12.5	6	mev-1,pyc-1,sdha-2,C50D2.7,sucg-1,dlst-1
cel00010	Glycolysis / Gluconeogenesis	1/202	34/981	0.9996616076874447	0.9999944920488392	0.8966812209404796	CELE_C50D2.7	1	C50D2.7
cel00280	Valine, leucine and isoleucine degradation	1/202	34/981	0.9996616076874447	0.9999944920488392	0.8966812209404796	CELE_ZK669.4	1	dbt-1
cel03010	Ribosome	4/202	81/981	0.9999928072812012	0.9999944920488392	0.8966812209404796	CELE_F13B10.2/CELE_F40F8.10/CELE_C32E8.2/CELE_C09D4.5	4	rpl-3,rps-9,rpl-13,rpl-19
cel01230	Biosynthesis of amino acids	1/202	51/981	0.9999944920488392	0.9999944920488392	0.8966812209404796	CELE_D2023.2	1	pyc-1
